Event.ID,Species.ID,Species_ID_gbif,Class_gbif,Family_gbif,Movement.type,Movement.sub.type,Movement.Measure,Value,Units,Statistic,Variance,Variance_type,Grouping.level,Sampling.method,New.Sampling.Method,Aggregation.level,N,Speed.continuous..y.n.,Temporal.scale.interval,Inference.method,Movement.Mode,Body.mass,Body.mass.Units,Body.mass.measured..y.n.,Sex,Lifestage,Diet,Study.type,MetaRef,Reference,Reference.full,Reference.DOI,Body.Mass.Ref,Body.mass.source,Movement.Mode.Ref,Diet.Ref,Comments,Method_comments,Location,Lat,Long
88301,Phalacrocorax sulcirostris,Phalacrocorax sulcirostris,Aves,Phalacrocoracidae,Dispersal,NA,Distance,2317000,m,Maximum,NA,NA,NA,NA,NA,Single study,96,NA,NA,NA,Flying,994.98,g,n,NA,NA,VertFishScav,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88302,Phalacrocorax varius,Phalacrocorax varius,Aves,Phalacrocoracidae,Dispersal,NA,Distance,1927000,m,Maximum,NA,NA,NA,NA,NA,Single study,1293,NA,NA,NA,Flying,1940.65,g,n,NA,NA,VertFishScav,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88303,Phaps chalcoptera,Phaps chalcoptera,Aves,Columbidae,Dispersal,NA,Distance,359000,m,Maximum,NA,NA,NA,NA,NA,Single study,55,NA,NA,NA,Flying,330.74,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88304,Phaps elegans,Phaps elegans,Aves,Columbidae,Dispersal,NA,Distance,3000,m,Maximum,NA,NA,NA,NA,NA,Single study,23,NA,NA,NA,Flying,211.36,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88305,Philetairus socius,Philetairus socius,Aves,Passeridae,Dispersal,NA,Distance,44450,m,Maximum,NA,NA,NA,NA,NA,Single study,235,NA,NA,NA,Flying,27.4,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88306,Phylidonyris albifrons,Phylidonyris albifrons,Aves,Meliphagidae,Dispersal,NA,Distance,165000,m,Maximum,NA,NA,NA,NA,NA,Single study,341,NA,NA,NA,Flying,17.4,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88307,Phylidonyris melanops,Phylidonyris melanops,Aves,Meliphagidae,Dispersal,NA,Distance,5000,m,Maximum,NA,NA,NA,NA,NA,Single study,128,NA,NA,NA,Flying,18.21,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88308,Phylidonyris niger,Phylidonyris niger,Aves,Meliphagidae,Dispersal,NA,Distance,291000,m,Maximum,NA,NA,NA,NA,NA,Single study,5201,NA,NA,NA,Flying,18.2,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88309,Phylidonyris novaehollandiae,Phylidonyris novaehollandiae,Aves,Meliphagidae,Dispersal,NA,Distance,330000,m,Maximum,NA,NA,NA,NA,NA,Single study,15759,NA,NA,NA,Flying,20.21,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88310,Phylidonyris pyrrhopterus,Phylidonyris pyrrhopterus,Aves,Meliphagidae,Dispersal,NA,Distance,35000,m,Maximum,NA,NA,NA,NA,NA,Single study,1800,NA,NA,NA,Flying,16.3,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88311,Phyllastrephus cabanisi,Phyllastrephus cabanisi,Aves,Pycnonotidae,Dispersal,NA,Distance,1400,m,Maximum,NA,NA,NA,NA,NA,Single study,248,NA,NA,NA,Flying,34.4,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,L  Lens and H  Matheve in litt  2009 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88312,Phyllastrephus terrestris,Phyllastrephus terrestris,Aves,Pycnonotidae,Dispersal,NA,Distance,8890,m,Maximum,NA,NA,NA,NA,NA,Single study,6,NA,NA,NA,Flying,31.08,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88313,Phylloscopus ruficapilla,Phylloscopus ruficapilla,Aves,Phylloscopidae,Dispersal,NA,Distance,1700,m,Maximum,NA,NA,NA,NA,NA,Cross-study,0.9,NA,NA,NA,Flying,7.7,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,L  Lens and H  Matheve in litt  2009 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88314,Pithys albifrons,Pithys albifrons,Aves,Thamnophilidae,Dispersal,NA,Distance,15000,m,Maximum,NA,NA,NA,NA,NA,Single study,626,NA,NA,NA,Flying,19.47,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,van Houtan et al  2007,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88315,Pitta erythrogaster,Pitta erythrogaster,Aves,Pittidae,Dispersal,NA,Distance,48000,m,Maximum,NA,NA,NA,NA,NA,Single study,10,NA,NA,NA,Flying,72.39,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,Erritzoe 2003;S  T  Garnett in litt  2008 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88316,Platyrinchus saturatus,Platyrinchus saturatus,Aves,Tyrannidae,Dispersal,NA,Distance,12000,m,Maximum,NA,NA,NA,NA,NA,Single study,130,NA,NA,NA,Flying,10.7,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,van Houtan et al  2007,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88317,Plocepasser mahali,Plocepasser mahali,Aves,Passeridae,Dispersal,NA,Distance,32910,m,Maximum,NA,NA,NA,NA,NA,Single study,12,NA,NA,NA,Flying,41.47,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88318,Ploceus capensis,Ploceus capensis,Aves,Ploceidae,Dispersal,NA,Distance,54970,m,Maximum,NA,NA,NA,NA,NA,Single study,56,NA,NA,NA,Flying,43.99,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88319,Ploceus cucullatus,Ploceus cucullatus,Aves,Ploceidae,Dispersal,NA,Distance,1492,m,Maximum,NA,NA,NA,NA,NA,Single study,16,NA,NA,NA,Flying,36.08,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88320,Ploceus megarhynchus,Ploceus megarhynchus,Aves,Ploceidae,Dispersal,NA,Distance,1469,m,Maximum,NA,NA,NA,NA,NA,Single study,6,NA,NA,NA,Flying,34.31,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88321,Ploceus ocularis,Ploceus ocularis,Aves,Ploceidae,Dispersal,NA,Distance,959.8,m,Maximum,NA,NA,NA,NA,NA,Single study,6,NA,NA,NA,Flying,25.2,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88322,Ploceus velatus,Ploceus velatus,Aves,Ploceidae,Dispersal,NA,Distance,4000,m,Maximum,NA,NA,NA,NA,NA,Single study,181,NA,NA,NA,Flying,30.94,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88323,Podargus strigoides,Podargus strigoides,Aves,Podargidae,Dispersal,NA,Distance,52000,m,Maximum,NA,NA,NA,NA,NA,Single study,125,NA,NA,NA,Flying,308.03,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88324,Poephila personata,Poephila personata,Aves,Estrildidae,Dispersal,NA,Distance,90000,m,Maximum,NA,NA,NA,NA,NA,Single study,708,NA,NA,NA,Flying,13,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88325,Pogoniulus bilineatus,Pogoniulus bilineatus,Aves,Lybiidae,Dispersal,NA,Distance,3334,m,Maximum,NA,NA,NA,NA,NA,Cross-study,9,NA,NA,NA,Flying,13.1,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88326,Pogonocichla stellata,Pogonocichla stellata,Aves,Muscicapidae,Dispersal,NA,Distance,9300,m,Maximum,NA,NA,NA,NA,NA,Single study,418,NA,NA,NA,Flying,18.6,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,L  Lens and H  Matheve in litt  2009 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88327,Pomatostomus temporalis,Pomatostomus temporalis,Aves,Pomatostomidae,Dispersal,NA,Distance,2700,m,Maximum,NA,NA,NA,NA,NA,Single study,258,NA,NA,NA,Flying,74.99,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,Blackmore et al  2011; J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88328,Porphyrio porphyrio,Porphyrio porphyrio,Aves,Rallidae,Dispersal,NA,Distance,268000,m,Maximum,NA,NA,NA,NA,NA,Single study,86,NA,NA,NA,Flying,773.88,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88329,Prinia subflava,Prinia subflava,Aves,Cisticolidae,Dispersal,NA,Distance,13400,m,Maximum,NA,NA,NA,NA,NA,Single study,6,NA,NA,NA,Flying,8.64,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88330,Prionodura newtoniana,Prionodura newtoniana,Aves,Ptilonorhynchidae,Dispersal,NA,Distance,7000,m,Maximum,NA,NA,NA,NA,NA,Single study,13,NA,NA,NA,Flying,78.3,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88331,Promerops cafer,Promerops cafer,Aves,Promeropidae,Dispersal,NA,Distance,6322,m,Maximum,NA,NA,NA,NA,NA,Single study,28,NA,NA,NA,Flying,34.74,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88334,Psophodes olivaceus,Psophodes olivaceus,Aves,Psophodidae,Dispersal,NA,Distance,4000,m,Maximum,NA,NA,NA,NA,NA,Single study,385,NA,NA,NA,Flying,62.36,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,Mennill & Rogers 2006; J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88335,Ptilonorhynchus violaceus,Ptilonorhynchus violaceus,Aves,Ptilonorhynchidae,Dispersal,NA,Distance,126000,m,Maximum,NA,NA,NA,NA,NA,Single study,3628,NA,NA,NA,Flying,218.91,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88336,Pycnonotus jocosus,Pycnonotus jocosus,Aves,Pycnonotidae,Dispersal,NA,Distance,2000,m,Maximum,NA,NA,NA,NA,NA,Single study,83,NA,NA,NA,Flying,29.47,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88337,Pycnonotus nigricans,Pycnonotus nigricans,Aves,Pycnonotidae,Dispersal,NA,Distance,222200,m,Maximum,NA,NA,NA,NA,NA,Single study,9,NA,NA,NA,Flying,30.8,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88338,Quelea quelea,Quelea quelea,Aves,Ploceidae,Dispersal,NA,Distance,553600,m,Maximum,NA,NA,NA,NA,NA,Single study,174,NA,NA,NA,Flying,18.59,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88340,Ramsayornis fasciatus,Ramsayornis fasciatus,Aves,Meliphagidae,Dispersal,NA,Distance,7000,m,Maximum,NA,NA,NA,NA,NA,Single study,10,NA,NA,NA,Flying,12.74,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88341,Recurvirostra novaehollandiae,Recurvirostra novaehollandiae,Aves,Recurvirostridae,Dispersal,NA,Distance,294000,m,Maximum,NA,NA,NA,NA,NA,Single study,58,NA,NA,NA,Flying,325,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88342,Rhea americana,Rhea americana,Aves,Rheidae,Dispersal,NA,Distance,7780,m,Maximum,NA,NA,NA,NA,NA,Single study,12,NA,NA,NA,Running,23000,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,Bellis et al  2004,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88343,Rhea pennata,Rhea pennata,Aves,Rheidae,Dispersal,NA,Distance,31700,m,Maximum,NA,NA,NA,NA,NA,Cross-study,15,NA,NA,NA,Running,23900,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,Bellis et al  2004,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88344,Rhipidura leucophrys,Rhipidura leucophrys,Aves,Rhipiduridae,Dispersal,NA,Distance,10000,m,Maximum,NA,NA,NA,NA,NA,Single study,493,NA,NA,NA,Flying,27.44,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88346,Scenopoeetes dentirostris,Scenopoeetes dentirostris,Aves,Ptilonorhynchidae,Dispersal,NA,Distance,4000,m,Maximum,NA,NA,NA,NA,NA,Single study,36,NA,NA,NA,Running,163.4,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88347,Sclerurus rufigularis,Sclerurus rufigularis,Aves,Furnariidae,Dispersal,NA,Distance,14000,m,Maximum,NA,NA,NA,NA,NA,Single study,100,NA,NA,NA,Flying,21.6,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,van Houtan et al  2007,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88348,Sericornis citreogularis,Sericornis citreogularis,Aves,Acanthizidae,Dispersal,NA,Distance,28000,m,Maximum,NA,NA,NA,NA,NA,Single study,633,NA,NA,NA,Flying,17.6,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88349,Sericornis frontalis,Sericornis frontalis,Aves,Acanthizidae,Dispersal,NA,Distance,35000,m,Maximum,NA,NA,NA,NA,NA,Single study,11452,NA,NA,NA,Flying,13.23,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88350,Sericulus chrysocephalus,Sericulus chrysocephalus,Aves,Ptilonorhynchidae,Dispersal,NA,Distance,4000,m,Maximum,NA,NA,NA,NA,NA,Single study,126,NA,NA,NA,Flying,99.49,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88351,Serinus flaviventris,Serinus flaviventris,Aves,Fringillidae,Dispersal,NA,Distance,57650,m,Maximum,NA,NA,NA,NA,NA,Single study,21,NA,NA,NA,Flying,16.2,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88352,Serinus mozambicus,Serinus mozambicus,Aves,Fringillidae,Dispersal,NA,Distance,1460,m,Maximum,NA,NA,NA,NA,NA,Single study,8,NA,NA,NA,Flying,11.87,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88353,Serinus sulphuratus,Serinus sulphuratus,Aves,Fringillidae,Dispersal,NA,Distance,42410,m,Maximum,NA,NA,NA,NA,NA,Single study,10,NA,NA,NA,Flying,27.9,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88354,Sigelus silens,Sigelus silens,Aves,Muscicapidae,Dispersal,NA,Distance,1111,m,Maximum,NA,NA,NA,NA,NA,Single study,6,NA,NA,NA,Flying,25.7,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88355,Sitta europaea,Sitta europaea,Aves,Sittidae,Dispersal,NA,Distance,11000,m,Maximum,NA,NA,NA,NA,NA,Single study,55,NA,NA,NA,Flying,20.37,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,Matthysen and Schmidt 1987,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88356,Smicrornis brevirostris,Smicrornis brevirostris,Aves,Acanthizidae,Dispersal,NA,Distance,58000,m,Maximum,NA,NA,NA,NA,NA,Single study,367,NA,NA,NA,Flying,5.3,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88357,Sphecotheres vieilloti,Sphecotheres vieilloti,Aves,Oriolidae,Dispersal,NA,Distance,107000,m,Maximum,NA,NA,NA,NA,NA,Single study,24,NA,NA,NA,Flying,108,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88358,Stagonopleura bella,Stagonopleura bella,Aves,Estrildidae,Dispersal,NA,Distance,6000,m,Maximum,NA,NA,NA,NA,NA,Single study,261,NA,NA,NA,Flying,14,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88359,Stagonopleura oculata,Stagonopleura oculata,Aves,Estrildidae,Dispersal,NA,Distance,20000,m,Maximum,NA,NA,NA,NA,NA,Single study,86,NA,NA,NA,Flying,12.9,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88360,Stictonetta naevosa,Stictonetta naevosa,Aves,Anatidae,Dispersal,NA,Distance,424000,m,Maximum,NA,NA,NA,NA,NA,Single study,10,NA,NA,NA,Flying,903.27,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88361,Stipiturus malachurus,Stipiturus malachurus,Aves,Maluridae,Dispersal,NA,Distance,5000,m,Maximum,NA,NA,NA,NA,NA,Single study,41,NA,NA,NA,Flying,7.3,g,n,NA,NA,Invertebrate,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88362,Strepera fuliginosa,Strepera fuliginosa,Aves,Cracticidae,Dispersal,NA,Distance,51000,m,Maximum,NA,NA,NA,NA,NA,Single study,96,NA,NA,NA,Flying,375.46,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88363,Strepera graculina,Strepera graculina,Aves,Cracticidae,Dispersal,NA,Distance,360000,m,Maximum,NA,NA,NA,NA,NA,Single study,1656,NA,NA,NA,Flying,298.86,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88366,Struthidea cinerea,Struthidea cinerea,Aves,Corcoracidae,Dispersal,NA,Distance,2000,m,Maximum,NA,NA,NA,NA,NA,Single study,242,NA,NA,NA,Flying,132,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88367,Sula nebouxii,Sula nebouxii,Aves,Sulidae,Dispersal,NA,Distance,476000,m,Maximum,NA,NA,NA,NA,NA,Single study,373,NA,NA,NA,Flying,1520.09,g,n,NA,NA,VertFishScav,NA,Stewart et al 2022,Kim et al  2007,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88370,Tadorna tadornoides,Tadorna tadornoides,Aves,Anatidae,Dispersal,NA,Distance,1106000,m,Maximum,NA,NA,NA,NA,NA,Single study,1921,NA,NA,NA,Flying,1418.68,g,n,NA,NA,Omnivore,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88371,Taeniopygia bichenovii,Taeniopygia bichenovii,Aves,Estrildidae,Dispersal,NA,Distance,20000,m,Maximum,NA,NA,NA,NA,NA,Single study,2127,NA,NA,NA,Flying,9.6,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88372,Taeniopygia guttata,Taeniopygia guttata,Aves,Estrildidae,Dispersal,NA,Distance,9000,m,Maximum,NA,NA,NA,NA,NA,Single study,7358,NA,NA,NA,Flying,12.04,g,n,NA,NA,PlantSeed,NA,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88373,Tangara icterocephala,Tangara icterocephala,Aves,Thraupidae,Dispersal,NA,Distance,3027,m,Maximum,NA,NA,NA,NA,NA,Single study,3655,NA,NA,NA,Flying,22,g,n,NA,NA,FruiNect,NA,Stewart et al 2022,Sekercoglu et al  2007,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
88375,Torgos tracheliotos,Torgos tracheliotos,Aves,Accipitridae,Dispersal,NA,Distance,1431000,m,Maximum,NA,NA,NA,NA,NA,Single study,9,NA,NA,NA,Flying,6969,g,n,NA,NA,VertFishScav,NA,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,Wilman et al 2014,NA,NA,NA,NA,NA
